original_row_id,component_id,lot_id,component_type,manufacturer,temperature_C,voltage_V,value_0h,value_24h,value_96h,value_168h,failure_label,change_0h_24h,change_24h_96h,change_96h_168h,overall_change_0h_168h,percentage_change,drift_rate,unusual_trajectory,data_quality_flags,data_quality_status,is_valid_for_ml
1234,C01235,LOT_05,TYPE_C,MFG_C,125.69,3.3,9.098,9.293,9.901,10.383,0,0.1949999999999985,0.6080000000000005,0.4819999999999993,1.2849999999999984,14.123983293031417,0.007648809523809514,False,NONE,VALID,TRUE
1235,C01236,LOT_16,TYPE_C,MFG_A,125.22,5.0,9.342,9.821,10.202,10.302,0,0.4789999999999992,0.3810000000000002,0.09999999999999964,0.9599999999999991,10.276172125883098,0.005714285714285709,False,NONE,VALID,TRUE
1236,C01237,LOT_09,TYPE_A,MFG_C,124.31,3.3,9.014,8.75,9.232,9.664,0,-0.26399999999999935,0.4819999999999993,0.4320000000000004,0.6500000000000004,7.211005103172846,0.0038690476190476213,False,NONE,VALID,TRUE
1237,C01238,LOT_05,TYPE_B,MFG_C,126.68,3.3,8.996,9.202,9.397,9.46,0,0.20599999999999952,0.19500000000000028,0.06300000000000061,0.4640000000000004,5.15784793241441,0.0027619047619047645,False,NONE,VALID,TRUE
1238,C01239,LOT_20,TYPE_B,MFG_A,124.6,5.0,11.315,14.506,22.867,34.166,1,3.1910000000000007,8.361,11.298999999999996,22.851,201.9531595227574,0.13601785714285713,False,NONE,VALID,TRUE
1239,C01240,LOT_13,TYPE_B,MFG_A,128.16,5.0,10.545,14.791,23.315,30.535,1,4.246,8.524000000000001,7.219999999999999,19.990000000000002,189.56851588430538,0.11898809523809525,False,NONE,VALID,TRUE
1240,C01241,LOT_11,TYPE_B,MFG_B,124.77,5.0,9.48,9.504,10.178,10.403,0,0.023999999999999133,0.6740000000000013,0.22499999999999964,0.923,9.736286919831223,0.005494047619047619,False,NONE,VALID,TRUE
1241,C01242,LOT_06,TYPE_B,MFG_A,126.43,5.0,12.475,12.78,13.448,13.768,0,0.3049999999999997,0.668000000000001,0.3200000000000003,1.293000000000001,10.364729458917845,0.007696428571428578,False,NONE,VALID,TRUE
1242,C01243,LOT_18,TYPE_A,MFG_C,125.19,5.0,8.456,8.855,9.075,9.524,0,0.3990000000000009,0.21999999999999886,0.44899999999999984,1.0679999999999996,12.630085146641434,0.006357142857142855,False,NONE,VALID,TRUE
1243,C01244,LOT_01,TYPE_B,MFG_A,125.92,5.0,11.957,11.699,12.164,12.587,0,-0.2580000000000009,0.46499999999999986,0.42300000000000004,0.629999999999999,5.268880153884745,0.0037499999999999942,False,NONE,VALID,TRUE
1244,C01245,LOT_03,TYPE_A,MFG_B,127.69,3.3,12.173,12.334,12.378,13.021,0,0.1609999999999996,0.04400000000000048,0.6430000000000007,0.8480000000000008,6.966236753470802,0.0050476190476190525,False,NONE,VALID,TRUE
1245,C01246,LOT_04,TYPE_A,MFG_A,127.09,5.0,11.507,12.182,14.949,20.648,0,0.6750000000000007,2.7669999999999995,5.699,9.141,79.43860258972799,0.054410714285714284,False,NONE,VALID,TRUE
1246,C01247,LOT_14,TYPE_A,MFG_A,128.24,5.5,10.311,10.428,10.386,10.85,0,0.11700000000000088,-0.04200000000000159,0.4640000000000004,0.5389999999999997,5.22742701968771,0.0032083333333333317,False,NONE,VALID,TRUE
1247,C01248,LOT_03,TYPE_B,MFG_A,125.14,5.0,12.495,13.102,13.404,14.029,0,0.6070000000000011,0.3019999999999996,0.625,1.5340000000000007,12.276910764305729,0.009130952380952385,False,NONE,VALID,TRUE
1248,C01249,LOT_16,TYPE_B,MFG_C,126.36,3.3,9.678,9.742,10.495,10.827,0,0.06400000000000006,0.7529999999999983,0.33200000000000074,1.1489999999999991,11.872287662740225,0.006839285714285709,False,NONE,VALID,TRUE
1249,C01250,LOT_04,TYPE_B,MFG_C,122.24,5.5,11.263,11.432,11.825,11.968,0,0.16900000000000048,0.3929999999999989,0.14300000000000068,0.7050000000000001,6.25943354346089,0.0041964285714285714,False,NONE,VALID,TRUE
1250,C01251,LOT_14,TYPE_A,MFG_C,125.56,5.0,10.798,10.72,11.213,11.553,0,-0.0779999999999994,0.49299999999999855,0.34000000000000163,0.7550000000000008,6.992035562141144,0.004494047619047624,False,NONE,VALID,TRUE
1251,C01252,LOT_16,TYPE_C,MFG_B,126.67,5.0,9.043,9.378,9.853,10.026,0,0.33500000000000085,0.47499999999999964,0.17300000000000004,0.9830000000000005,10.870286409377426,0.0058511904761904794,False,NONE,VALID,TRUE
1252,C01253,LOT_18,TYPE_A,MFG_A,124.04,3.3,8.245,8.667,10.921,14.9,0,0.4220000000000006,2.2539999999999996,3.979000000000001,6.655000000000001,80.71558520315345,0.039613095238095246,False,NONE,VALID,TRUE
1253,C01254,LOT_06,TYPE_B,MFG_A,124.28,5.0,12.899,13.321,14.275,14.679,0,0.4220000000000006,0.9540000000000006,0.4039999999999999,1.7800000000000011,13.799519342584707,0.010595238095238102,False,NONE,VALID,TRUE
1254,C01255,LOT_02,TYPE_A,MFG_B,124.38,3.3,10.329,10.614,10.949,11.028,0,0.28500000000000014,0.3349999999999991,0.07900000000000063,0.6989999999999998,6.767354051699098,0.004160714285714285,False,NONE,VALID,TRUE
1255,C01256,LOT_16,TYPE_B,MFG_A,127.29,5.0,9.931,10.533,10.536,10.661,0,0.6020000000000003,0.0030000000000001137,0.125,0.7300000000000004,7.35071996777767,0.004345238095238098,False,NONE,VALID,TRUE
1256,C01257,LOT_09,TYPE_B,MFG_A,125.26,5.0,9.306,9.944,12.53,16.399,0,0.6380000000000017,2.5859999999999985,3.8690000000000015,7.093000000000002,76.21964324091986,0.0422202380952381,False,NONE,VALID,TRUE
1257,C01258,LOT_19,TYPE_B,MFG_B,125.68,5.0,11.877,11.967,12.338,12.877,0,0.08999999999999986,0.37099999999999866,0.5390000000000015,1.0,8.419634587858885,0.005952380952380952,False,NONE,VALID,TRUE
1258,C01259,LOT_04,TYPE_C,MFG_A,126.39,3.3,11.612,14.794,22.813,44.757,0,3.1820000000000004,8.018999999999998,21.944,33.144999999999996,285.43747847054766,0.19729166666666664,True,NONE,VALID,TRUE
1259,C01260,LOT_12,TYPE_C,MFG_B,122.01,3.3,12.541,19.372,30.834,41.096,1,6.8309999999999995,11.462,10.261999999999997,28.554999999999996,227.69316641416154,0.16997023809523806,True,NONE,VALID,TRUE
1260,C01261,LOT_03,TYPE_B,MFG_B,124.98,5.5,12.408,12.847,13.235,13.813,0,0.43900000000000006,0.3879999999999999,0.5780000000000012,1.4050000000000011,11.323339780786599,0.008363095238095244,False,NONE,VALID,TRUE
1261,C01262,LOT_10,TYPE_B,MFG_C,126.19,5.5,10.455,11.713,14.562,17.035,0,1.2579999999999991,2.849,2.4730000000000008,6.58,62.93639406982305,0.03916666666666667,False,NONE,VALID,TRUE
1262,C01263,LOT_01,TYPE_C,MFG_A,126.3,3.3,10.903,11.021,11.346,11.562,0,0.11800000000000033,0.3249999999999993,0.2159999999999993,0.6589999999999989,6.044208016142337,0.003922619047619041,False,NONE,VALID,TRUE
1263,C01264,LOT_16,TYPE_C,MFG_C,122.52,5.0,9.648,12.131,17.711,21.741,1,2.4830000000000005,5.579999999999998,4.030000000000001,12.093,125.34203980099502,0.07198214285714286,False,NONE,VALID,TRUE
1264,C01265,LOT_13,TYPE_B,MFG_A,122.13,5.0,10.126,10.038,10.512,10.814,0,-0.08799999999999919,0.4740000000000002,0.3019999999999996,0.6880000000000006,6.79439067746396,0.004095238095238099,False,NONE,VALID,TRUE
1265,C01266,LOT_02,TYPE_C,MFG_A,123.75,5.5,9.813,13.47,21.045,29.687,1,3.657,7.575000000000001,8.642,19.874000000000002,202.5272597574646,0.11829761904761907,False,NONE,VALID,TRUE
1266,C01267,LOT_10,TYPE_C,MFG_A,123.44,5.5,9.618,9.696,10.034,10.538,0,0.0779999999999994,0.33800000000000097,0.5039999999999996,0.9199999999999999,9.56539821168642,0.005476190476190476,False,NONE,VALID,TRUE
1267,C01268,LOT_09,TYPE_C,MFG_A,123.32,5.0,8.655,8.897,9.199,9.407,0,0.24200000000000088,0.3019999999999996,0.20800000000000018,0.7520000000000007,8.688619295205093,0.00447619047619048,False,NONE,VALID,TRUE
1268,C01269,LOT_14,TYPE_A,MFG_B,125.67,3.3,11.385,11.607,11.407,11.456,0,0.22199999999999953,-0.1999999999999993,0.04899999999999949,0.07099999999999973,0.6236275801493169,0.000422619047619046,False,NONE,VALID,TRUE
1269,C01270,LOT_10,TYPE_C,MFG_C,123.95,5.0,9.734,11.78,14.141,17.552,0,2.0459999999999994,2.3610000000000007,3.4109999999999996,7.818,80.31641668378879,0.046535714285714284,False,NONE,VALID,TRUE
1270,C01271,LOT_10,TYPE_B,MFG_C,123.83,5.5,10.273,10.479,10.365,10.835,0,0.20599999999999952,-0.11399999999999899,0.47000000000000064,0.5620000000000012,5.470651221648994,0.003345238095238102,False,NONE,VALID,TRUE
1271,C01272,LOT_17,TYPE_B,MFG_A,123.53,5.0,10.626,10.644,10.795,11.08,0,0.018000000000000682,0.1509999999999998,0.28500000000000014,0.4540000000000006,4.272539055147757,0.002702380952380956,False,NONE,VALID,TRUE
1272,C01273,LOT_11,TYPE_B,MFG_A,125.03,5.0,10.253,11.876,15.449,21.85,0,1.6229999999999993,3.5730000000000004,6.401000000000002,11.597000000000001,113.10835852921097,0.06902976190476191,False,NONE,VALID,TRUE
1273,C01274,LOT_17,TYPE_A,MFG_A,126.96,3.3,10.64,12.269,16.876,27.886,0,1.6289999999999996,4.607000000000001,11.009999999999998,17.246,162.08646616541353,0.1026547619047619,False,NONE,VALID,TRUE
1274,C01275,LOT_18,TYPE_C,MFG_C,124.28,5.0,8.205,8.409,8.509,8.953,0,0.20400000000000063,0.09999999999999964,0.44399999999999906,0.7479999999999993,9.116392443631923,0.004452380952380948,False,NONE,VALID,TRUE
1275,C01276,LOT_17,TYPE_B,MFG_A,122.75,5.5,10.49,10.996,11.092,11.786,0,0.5060000000000002,0.09600000000000009,0.6939999999999991,1.2959999999999994,12.354623450905617,0.007714285714285711,False,NONE,VALID,TRUE
1276,C01277,LOT_20,TYPE_A,MFG_B,127.15,3.3,11.009,11.021,11.285,11.685,0,0.012000000000000455,0.26399999999999935,0.40000000000000036,0.6760000000000002,6.140430556817151,0.004023809523809525,False,NONE,VALID,TRUE
1277,C01278,LOT_14,TYPE_B,MFG_A,125.99,5.0,11.511,12.709,14.86,19.389,0,1.1980000000000004,2.151,4.529,7.878,68.43888454521763,0.046892857142857146,False,NONE,VALID,TRUE
1278,C01279,LOT_12,TYPE_A,MFG_C,125.31,3.3,11.23,11.315,12.206,12.478,0,0.08499999999999908,0.891,0.27200000000000024,1.2479999999999993,11.113089937666958,0.007428571428571425,False,NONE,VALID,TRUE
1279,C01280,LOT_11,TYPE_B,MFG_B,128.16,3.3,9.821,13.182,22.391,32.714,1,3.3610000000000007,9.208999999999998,10.323,22.893,233.10253538336218,0.13626785714285714,False,NONE,VALID,TRUE
1280,C01281,LOT_05,TYPE_B,MFG_A,125.8,5.0,8.359,8.594,8.576,8.624,0,0.23499999999999943,-0.017999999999998906,0.04800000000000004,0.26500000000000057,3.170235674123706,0.0015773809523809558,False,NONE,VALID,TRUE
1281,C01282,LOT_17,TYPE_B,MFG_B,122.66,3.3,11.113,11.907,11.987,12.862,0,0.7940000000000005,0.08000000000000007,0.875,1.7490000000000006,15.738324484837582,0.010410714285714289,False,NONE,VALID,TRUE
1282,C01283,LOT_14,TYPE_A,MFG_C,124.98,5.0,11.34,11.451,11.429,12.072,0,0.11100000000000065,-0.02200000000000024,0.6429999999999989,0.7319999999999993,6.45502645502645,0.004357142857142853,False,NONE,VALID,TRUE
1283,C01284,LOT_18,TYPE_A,MFG_B,125.11,5.0,8.831,9.109,9.423,9.413,0,0.27800000000000047,0.31400000000000006,-0.009999999999999787,0.5820000000000007,6.590420110972718,0.003464285714285719,False,NONE,VALID,TRUE
1284,C01285,LOT_15,TYPE_A,MFG_C,123.13,5.0,10.491,11.244,14.193,17.618,0,0.7530000000000001,2.949,3.424999999999999,7.126999999999999,67.93441997902964,0.04242261904761904,False,NONE,VALID,TRUE
1285,C01286,LOT_10,TYPE_B,MFG_C,122.32,5.5,10.777,10.921,11.469,11.39,0,0.14400000000000013,0.548,-0.07899999999999885,0.6130000000000013,5.688039343045387,0.0036488095238095316,False,NONE,VALID,TRUE
1286,C01287,LOT_06,TYPE_C,MFG_B,122.69,5.0,12.849,13.586,13.524,14.167,0,0.7370000000000001,-0.062000000000001165,0.6430000000000007,1.3179999999999996,10.257607595921858,0.007845238095238093,False,NONE,VALID,TRUE
1287,C01288,LOT_20,TYPE_C,MFG_C,124.52,3.3,10.128,10.553,10.637,60.35,1,0.4250000000000007,0.08399999999999963,49.713,50.222,495.87282780410743,0.2989404761904762,True,NONE,VALID,TRUE
1288,C01289,LOT_15,TYPE_B,MFG_C,127.21,5.5,10.911,10.98,11.475,55.79,1,0.06900000000000084,0.4949999999999992,44.315,44.879,411.31885253413986,0.26713690476190477,True,NONE,VALID,TRUE
1289,C01290,LOT_18,TYPE_A,MFG_A,123.21,3.3,8.442,9.5,13.413,21.732,0,1.0579999999999998,3.9130000000000003,8.318999999999999,13.29,157.42714996446338,0.07910714285714285,False,NONE,VALID,TRUE
1290,C01291,LOT_12,TYPE_A,MFG_C,124.7,3.3,12.016,12.112,12.873,13.334,0,0.09600000000000009,0.7609999999999992,0.4610000000000003,1.3179999999999996,10.96870838881491,0.007845238095238093,False,NONE,VALID,TRUE
1291,C01292,LOT_11,TYPE_C,MFG_B,122.8,5.5,10.245,10.478,11.024,11.245,0,0.23300000000000054,0.5459999999999994,0.22100000000000009,1.0,9.760858955588091,0.005952380952380952,False,NONE,VALID,TRUE
1292,C01293,LOT_01,TYPE_B,MFG_B,125.16,3.3,11.656,16.26,26.006,35.08,1,4.604000000000001,9.745999999999999,9.073999999999998,23.424,200.9608785175017,0.13942857142857143,False,NONE,VALID,TRUE
1293,C01294,LOT_02,TYPE_A,MFG_B,128.39,5.0,10.827,10.679,11.235,11.558,0,-0.1479999999999997,0.5559999999999992,0.3230000000000004,0.7309999999999999,6.751639419968596,0.0043511904761904755,False,NONE,VALID,TRUE
1294,C01295,LOT_15,TYPE_B,MFG_C,124.27,3.3,10.058,9.964,10.306,10.433,0,-0.09399999999999942,0.34199999999999875,0.12700000000000067,0.375,3.728375422549215,0.002232142857142857,False,NONE,VALID,TRUE
1295,C01296,LOT_05,TYPE_B,MFG_C,124.84,5.0,9.909,11.145,18.632,31.757,0,1.2359999999999989,7.487000000000002,13.125,21.848,220.48642648097686,0.13004761904761905,False,NONE,VALID,TRUE
1296,C01297,LOT_02,TYPE_A,MFG_A,126.21,5.0,8.869,9.309,9.948,9.986,0,0.4399999999999995,0.6390000000000011,0.038000000000000256,1.1170000000000009,12.594430037208262,0.006648809523809529,False,NONE,VALID,TRUE
1297,C01298,LOT_16,TYPE_A,MFG_B,123.47,5.0,9.247,9.236,9.111,9.829,0,-0.010999999999999233,-0.125,0.718,0.5820000000000007,6.293933167513796,0.003464285714285719,False,NONE,VALID,TRUE
1298,C01299,LOT_13,TYPE_B,MFG_B,123.41,5.0,11.154,12.772,11.842,11.247,0,1.6180000000000003,-0.9299999999999997,-0.5950000000000006,0.09299999999999997,0.8337816030123719,0.0005535714285714284,False,NONE,VALID,TRUE
1299,C01300,LOT_03,TYPE_A,MFG_C,126.78,3.3,10.902,11.063,11.24,11.929,0,0.16100000000000136,0.1769999999999996,0.6890000000000001,1.027000000000001,9.420289855072474,0.006113095238095244,False,NONE,VALID,TRUE
1300,C01301,LOT_10,TYPE_B,MFG_B,123.98,3.3,10.053,10.04,10.076,10.76,0,-0.013000000000001677,0.036000000000001364,0.6839999999999993,0.706999999999999,7.032726549288759,0.004208333333333327,False,NONE,VALID,TRUE
1301,C01302,LOT_10,TYPE_C,MFG_A,123.69,5.5,9.341,9.62,9.706,9.753,0,0.2789999999999999,0.0860000000000003,0.0470000000000006,0.4120000000000008,4.4106626699496925,0.002452380952380957,False,NONE,VALID,TRUE
1302,C01303,LOT_01,TYPE_C,MFG_A,126.69,5.5,11.152,11.106,11.644,12.388,0,-0.045999999999999375,0.5380000000000003,0.7439999999999998,1.2360000000000007,11.08321377331421,0.007357142857142861,False,NONE,VALID,TRUE
1303,C01304,LOT_13,TYPE_A,MFG_A,123.34,5.0,10.264,10.716,11.198,11.682,0,0.45199999999999996,0.4820000000000011,0.484,1.418000000000001,13.81527669524553,0.008440476190476196,False,NONE,VALID,TRUE
1304,C01305,LOT_08,TYPE_A,MFG_A,127.04,5.0,11.028,11.646,13.467,17.091,0,0.6180000000000003,1.8209999999999997,3.6240000000000006,6.063000000000001,54.978237214363446,0.03608928571428572,False,NONE,VALID,TRUE
1305,C01306,LOT_18,TYPE_B,MFG_A,124.58,5.0,8.437,9.283,13.54,23.083,0,0.8460000000000001,4.257,9.543,14.645999999999999,173.59250918572954,0.08717857142857142,False,NONE,VALID,TRUE
1306,C01307,LOT_03,TYPE_A,MFG_A,125.67,5.0,10.659,10.7,10.919,11.537,0,0.04099999999999859,0.2190000000000012,0.6180000000000003,0.8780000000000001,8.237170466272634,0.005226190476190477,False,NONE,VALID,TRUE
1307,C01308,LOT_17,TYPE_C,MFG_C,125.26,5.0,11.005,11.154,11.589,12.203,0,0.14899999999999913,0.4350000000000005,0.613999999999999,1.1979999999999986,10.885960926851418,0.007130952380952372,False,NONE,VALID,TRUE
1308,C01309,LOT_01,TYPE_B,MFG_A,122.55,3.3,12.164,12.213,25.284,39.943,1,0.04899999999999949,13.071,14.658999999999999,27.778999999999996,228.37060177573164,0.16535119047619046,True,NONE,VALID,TRUE
1309,C01310,LOT_16,TYPE_B,MFG_A,123.64,5.0,9.216,9.248,9.671,9.623,0,0.03200000000000003,0.42300000000000004,-0.04800000000000004,0.40700000000000003,4.416232638888889,0.0024226190476190476,False,NONE,VALID,TRUE
1310,C01311,LOT_16,TYPE_C,MFG_C,121.09,3.3,9.338,9.293,9.605,9.942,0,-0.04499999999999993,0.31200000000000117,0.33699999999999974,0.604000000000001,6.4681944741914865,0.003595238095238101,False,NONE,VALID,TRUE
1311,C01312,LOT_09,TYPE_A,MFG_A,126.19,5.0,8.534,9.038,9.213,9.211,0,0.5039999999999996,0.17499999999999893,-0.0019999999999988916,0.6769999999999996,7.932973986407306,0.004029761904761902,False,NONE,VALID,TRUE
1312,C01313,LOT_06,TYPE_B,MFG_C,125.44,5.0,12.109,13.306,15.311,19.165,0,1.1969999999999992,2.005000000000001,3.853999999999999,7.055999999999999,58.27070773804608,0.041999999999999996,False,NONE,VALID,TRUE
1313,C01314,LOT_03,TYPE_C,MFG_C,127.51,5.0,11.19,11.335,11.323,11.781,0,0.14500000000000135,-0.012000000000000455,0.4580000000000002,0.5910000000000011,5.281501340482583,0.0035178571428571494,False,NONE,VALID,TRUE
1314,C01315,LOT_07,TYPE_A,MFG_A,125.41,5.0,10.947,12.568,16.022,19.694,0,1.6210000000000004,3.453999999999999,3.6720000000000006,8.747,79.90316981821503,0.05206547619047619,False,NONE,VALID,TRUE
1315,C01316,LOT_14,TYPE_A,MFG_B,124.54,5.5,11.862,11.936,12.551,13.054,0,0.07399999999999984,0.6150000000000002,0.5030000000000001,1.1920000000000002,10.048895633114148,0.007095238095238096,False,NONE,VALID,TRUE
1316,C01317,LOT_15,TYPE_C,MFG_A,125.17,5.5,8.642,8.542,8.933,9.149,0,-0.09999999999999964,0.391,0.2159999999999993,0.5069999999999997,5.866697523721357,0.0030178571428571407,False,NONE,VALID,TRUE
1317,C01318,LOT_04,TYPE_B,MFG_B,123.53,5.5,12.194,12.494,12.254,13.011,0,0.29999999999999893,-0.2400000000000002,0.7569999999999997,0.8169999999999984,6.700016401508925,0.004863095238095229,False,NONE,VALID,TRUE
1318,C01319,LOT_01,TYPE_A,MFG_B,120.0,5.5,11.614,11.794,12.064,12.457,0,0.17999999999999972,0.2699999999999996,0.3930000000000007,0.843,7.258481143447562,0.0050178571428571425,False,NONE,VALID,TRUE
1319,C01320,LOT_12,TYPE_A,MFG_A,126.49,5.0,11.433,11.702,11.823,12.493,0,0.26900000000000013,0.12100000000000044,0.6699999999999999,1.0600000000000005,9.27140732965976,0.006309523809523813,False,NONE,VALID,TRUE
1320,C01321,LOT_12,TYPE_B,MFG_B,125.36,5.0,11.431,11.823,12.009,12.295,0,0.39200000000000124,0.18599999999999994,0.2859999999999996,0.8640000000000008,7.558393841308729,0.005142857142857148,False,NONE,VALID,TRUE
1321,C01322,LOT_20,TYPE_B,MFG_B,128.06,5.0,10.898,11.366,11.747,12.132,0,0.46799999999999997,0.3810000000000002,0.3849999999999998,1.234,11.32317856487429,0.007345238095238095,False,NONE,VALID,TRUE
1322,C01323,LOT_16,TYPE_B,MFG_A,124.27,5.5,9.157,9.342,9.526,9.774,0,0.1850000000000005,0.18399999999999928,0.24799999999999933,0.6169999999999991,6.738014633613619,0.003672619047619042,False,NONE,VALID,TRUE
1323,C01324,LOT_12,TYPE_A,MFG_A,123.76,5.0,11.683,12.048,12.865,13.054,0,0.3650000000000002,0.8170000000000002,0.18900000000000006,1.3710000000000004,11.734999572027736,0.008160714285714289,False,NONE,VALID,TRUE
1324,C01325,LOT_12,TYPE_A,MFG_B,125.28,5.0,11.243,11.319,12.011,12.436,0,0.07600000000000051,0.6919999999999984,0.4250000000000007,1.1929999999999996,10.611046873610244,0.007101190476190474,False,NONE,VALID,TRUE
1325,C01326,LOT_13,TYPE_B,MFG_A,122.94,5.5,10.859,13.635,20.197,26.441,1,2.776,6.561999999999999,6.244,15.581999999999999,143.49387604751817,0.09275,False,NONE,VALID,TRUE
1326,C01327,LOT_10,TYPE_C,MFG_C,125.24,5.0,9.96,10.282,10.792,11.297,0,0.3219999999999992,0.5099999999999998,0.5050000000000008,1.3369999999999997,13.423694779116463,0.007958333333333331,False,NONE,VALID,TRUE
1327,C01328,LOT_14,TYPE_B,MFG_C,123.49,3.3,12.077,13.325,19.613,28.833,0,1.2479999999999993,6.288,9.219999999999999,16.756,138.74306533079408,0.09973809523809524,False,NONE,VALID,TRUE
1328,C01329,LOT_04,TYPE_B,MFG_C,124.61,5.0,11.266,11.747,12.598,9.248,0,0.48099999999999987,0.8510000000000009,-3.3500000000000014,-2.0180000000000007,-17.912302503106698,-0.012011904761904765,False,NONE,VALID,TRUE
1329,C01330,LOT_17,TYPE_C,MFG_A,124.74,5.0,10.189,10.113,10.327,10.955,0,-0.07600000000000051,0.2140000000000004,0.6280000000000001,0.766,7.517911473157326,0.004559523809523809,False,NONE,VALID,TRUE
1330,C01331,LOT_18,TYPE_A,MFG_B,124.59,5.0,7.613,8.455,9.624,12.237,0,0.8419999999999996,1.1690000000000005,2.6129999999999995,4.624,60.73821095494548,0.027523809523809523,False,NONE,VALID,TRUE
1331,C01332,LOT_09,TYPE_A,MFG_B,125.27,5.5,9.181,10.686,15.558,21.013,1,1.5050000000000008,4.872,5.455000000000002,11.832000000000003,128.87485023417932,0.07042857142857144,False,NONE,VALID,TRUE
1332,C01333,LOT_10,TYPE_A,MFG_B,127.88,5.0,9.42,9.675,9.998,9.906,0,0.2550000000000008,0.3229999999999986,-0.09199999999999875,0.48600000000000065,5.159235668789816,0.0028928571428571467,False,NONE,VALID,TRUE
1333,C01334,LOT_10,TYPE_A,MFG_C,127.62,5.5,9.256,9.513,10.224,10.528,0,0.2569999999999997,0.7110000000000003,0.30400000000000027,1.2720000000000002,13.74243733794296,0.007571428571428573,False,NONE,VALID,TRUE
1334,C01335,LOT_17,TYPE_C,MFG_B,127.05,5.0,10.298,10.257,10.634,10.871,0,-0.04100000000000037,0.37700000000000067,0.2370000000000001,0.5730000000000004,5.56418722081958,0.003410714285714288,False,NONE,VALID,TRUE
1335,C01336,LOT_04,TYPE_A,MFG_A,123.04,3.3,10.385,10.538,10.547,11.066,0,0.15300000000000047,0.009000000000000341,0.5190000000000001,0.6810000000000009,6.557534906114597,0.004053571428571434,False,NONE,VALID,TRUE
1336,C01337,LOT_07,TYPE_C,MFG_A,127.2,5.0,11.678,11.779,12.525,12.424,0,0.10099999999999909,0.7460000000000004,-0.10100000000000087,0.7459999999999987,6.388080150710726,0.004440476190476182,False,NONE,VALID,TRUE
1337,C01338,LOT_13,TYPE_A,MFG_C,124.86,5.0,10.575,8.198,11.63,11.119,0,-2.376999999999999,3.4320000000000004,-0.511000000000001,0.5440000000000005,5.144208037825064,0.003238095238095241,False,NONE,VALID,TRUE
1338,C01339,LOT_14,TYPE_B,MFG_B,126.24,5.5,10.624,10.805,10.998,85.916,1,0.18099999999999916,0.19299999999999962,74.91799999999999,75.292,708.6972891566264,0.44816666666666666,True,NONE,VALID,TRUE
1339,C01340,LOT_06,TYPE_A,MFG_C,125.04,5.0,13.036,13.252,13.679,13.698,0,0.21600000000000108,0.4269999999999996,0.019000000000000128,0.6620000000000008,5.0782448603866275,0.003940476190476196,False,NONE,VALID,TRUE
1340,C01341,LOT_03,TYPE_A,MFG_C,125.41,5.0,10.886,13.306,16.63,21.895,0,2.42,3.324,5.265000000000001,11.009,101.12989160389492,0.06552976190476191,False,NONE,VALID,TRUE
1341,C01342,LOT_11,TYPE_A,MFG_C,125.07,5.0,9.906,10.049,10.459,10.383,0,0.1429999999999989,0.41000000000000014,-0.07600000000000051,0.47699999999999854,4.8152634766807845,0.0028392857142857057,False,NONE,VALID,TRUE
1342,C01343,LOT_13,TYPE_B,MFG_B,127.2,5.5,11.91,14.607,21.126,31.028,1,2.696999999999999,6.519000000000002,9.901999999999997,19.118,160.5205709487825,0.11379761904761904,False,NONE,VALID,TRUE
1343,C01344,LOT_16,TYPE_B,MFG_C,126.6,3.3,9.735,10.334,10.208,10.648,0,0.5990000000000002,-0.12599999999999945,0.4399999999999995,0.9130000000000003,9.37853107344633,0.005434523809523811,False,NONE,VALID,TRUE
1344,C01345,LOT_01,TYPE_C,MFG_C,125.05,3.3,11.454,16.242,24.813,37.147,1,4.788,8.570999999999998,12.334,25.692999999999998,224.31464990396367,0.1529345238095238,False,NONE,VALID,TRUE
1345,C01346,LOT_01,TYPE_C,MFG_C,124.12,5.0,12.484,13.915,21.706,40.068,0,1.4309999999999992,7.791,18.362,27.583999999999996,220.95482217238063,0.16419047619047616,True,NONE,VALID,TRUE
1346,C01347,LOT_08,TYPE_B,MFG_C,126.45,5.0,11.665,11.237,11.777,12.022,0,-0.42799999999999905,0.5399999999999991,0.245000000000001,0.3570000000000011,3.0604372053150546,0.0021250000000000067,False,NONE,VALID,TRUE
1347,C01348,LOT_12,TYPE_C,MFG_B,125.68,5.0,11.751,11.935,11.92,12.065,0,0.18400000000000105,-0.015000000000000568,0.14499999999999957,0.31400000000000006,2.6721130116585825,0.0018690476190476194,False,NONE,VALID,TRUE
1348,C01349,LOT_01,TYPE_A,MFG_C,122.72,3.3,10.457,11.923,17.686,31.197,0,1.4659999999999993,5.763,13.511,20.74,198.3360428421153,0.12345238095238094,False,NONE,VALID,TRUE
1349,C01350,LOT_04,TYPE_A,MFG_B,126.04,5.0,11.243,11.163,11.668,12.191,0,-0.08000000000000007,0.504999999999999,0.5230000000000015,0.9480000000000004,8.431913190429603,0.005642857142857146,False,NONE,VALID,TRUE
1350,C01351,LOT_09,TYPE_B,MFG_C,124.9,3.3,9.756,9.912,10.542,10.492,0,0.15600000000000058,0.629999999999999,-0.049999999999998934,0.7360000000000007,7.544075440754414,0.004380952380952385,False,NONE,VALID,TRUE
1351,C01352,LOT_06,TYPE_B,MFG_C,127.82,3.3,12.666,16.381,22.946,31.535,1,3.715,6.565000000000001,8.588999999999999,18.869,148.97363019106268,0.11231547619047619,False,NONE,VALID,TRUE
